node_id,entity_type,name,name_norm,is_registry,first_seen_chunk,first_seen_source,first_seen_page,example_evidence,chunk_count,surface_forms,is_generic,country,country_full
ent:769e9ba3b705c155,Instrument,Australia's Circular Economy Framework,australias circular economy framework,False,48.What-Works-3-For-circular-design-in-the-built-environment::c26::88f3fac70863a372,48.What-Works-3-For-circular-design-in-the-built-environment.pdf,10.0,Victoria is the first state or territory to report against new circular economy measures under Australia's Circular Economy Framework,2,Australia's Circular Economy Framework,False,AU,Australia
ent:a619817acd4f49f1,Instrument,Australia's Circular Economy: Unlocking the Opportunities (Inquiry Report),australias circular economy unlocking the opportunities (inquiry report),True,50.Australia_s_circular_economy_Unlocking_the_oppertunities_Inquiry_report::c154::5385c08ec0446ba6,50.Australia’s circular economy Unlocking the oppertunities Inquiry report.pdf,46.0,Australia's circular economy: unlocking the opportunities Inquiry report,1,Australia's Circular Economy: Unlocking the Opportunities (Inquiry Report),False,AU,Australia
ent:c8e01966bbe40c4d,Instrument,Benefit and penalty schemes,benefit and penalty schemes,True,41.Circular_Economy_Guidance_for_the_Irish_Construction_Sector_For_peer_review_5.9.2023_::c108::c86836b3e89eb53b,41.Circular Economy Guidance for the Irish Construction Sector (For peer review) (5.9.2023).pdf,,"This would have to be incen/vised through benefit and penalty schemes, led by public sector example.",1,Benefit and penalty schemes,False,AU,Australia
ent:ae31306458baf532,Instrument,Best Practice Guides,best practice guides,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c59::277b0dd18c251b2d,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,"Monitor compliance and outcomes from these plans, and feed results into best practice guides",1,Best Practice Guides,False,AU,Australia
ent:abc277da1d09d20e,Instrument,"Best Practices for Reducing, Reusing, and Recycling Construction and Demolition Materials","best practices for reducing, reusing, and recycling construction and demolition materials",True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c49::41bae40dbbf210cf,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,"Reducing, Reusing, and Recycling Construction and Demolition Materials | https://www.epa.gov/smm/best-practices-reducing-reusing-and-recycling-construction-and-demolition-materials",2,"Best Practices for Reducing, Reusing, and Recycling Construction and Demolition Materials",False,AU,Australia
ent:d68083d93d2776fe,Instrument,BREEAM,breeam,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c153::6dbc235acb435c51,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,"helps to meet LEED and BREEAM requirements (MAT 01, MAT 06, WST01)",2,BREEAM,False,AU,Australia
ent:f716985bb194abfa,Instrument,BS 10175,bs 10175,False,41.Circular_Economy_Guidance_for_the_Irish_Construction_Sector_For_peer_review_5.9.2023_::c188::2f56443ad3887134,41.Circular Economy Guidance for the Irish Construction Sector (For peer review) (5.9.2023).pdf,78.0,This should be carried out by a qualified and experienced environmental professional following recognised standards such as the EPA Code of Practice and BS10175.,1,BS10175,False,AU,Australia
ent:a84aa72383862efe,Instrument,BS 6187:2011 Code of Practice for Demolition,bs 61872011 code of practice for demolition,False,41.Circular_Economy_Guidance_for_the_Irish_Construction_Sector_For_peer_review_5.9.2023_::c149::2c4b2e151427008d,41.Circular Economy Guidance for the Irish Construction Sector (For peer review) (5.9.2023).pdf,61.0,this is in line with the BS6187: 2011 Code of practice for demolition,1,BS6187: 2011 Code of Practice for Demolition,False,AU,Australia
ent:16c4b8df95aff1aa,Instrument,Building Codes,building codes,True,55.australias-circular-economy-framework-2024::c59::92b0db56c47c20d8,55.australias-circular-economy-framework-2024.pdf,,risk-management strategies and building codes,6,Building Codes,False,AU,Australia
ent:3ba0acf6c81dffc8,Instrument,Building Codes and Safety Standards,building codes and safety standards,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c47::8c778dff8233d89b,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,Components must meet current building codes and safety standards to be reused.,1,Building Codes and Safety Standards,False,AU,Australia
ent:bac0a6479cca8a73,Instrument,"Building Regulations – Chapter 11, Clause 297-298",building regulations  chapter 11 clause 297-298,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c231::4ceac9842017daef,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,52.0,"Building Regulations – Chapter 11, Clause 297-298: mandatory embodied carbon limit of 12kg CO2- Denmark",1,"Building Regulations – Chapter 11, Clause 297-298",False,AU,Australia
ent:942fbdcc9cbdc409,Instrument,business models,business models,True,41.Circular_Economy_Guidance_for_the_Irish_Construction_Sector_For_peer_review_5.9.2023_::c8::73256541a4762187,41.Circular Economy Guidance for the Irish Construction Sector (For peer review) (5.9.2023).pdf,,New business models will be required to bring about the changes required to reduce resource consumption,3,business models,False,AU,Australia
ent:27efc11f067b708f,Instrument,C2C Certification,c2c certification,False,62.Integrating_the_circular_economy_into_construction_waste_management_in_NSW_Australia::c24::a417c29937801981,"62.Integrating the circular economy into construction waste management in NSW, Australia.pdf",13.0,"responsible design for product components to be upcycled in the manufacturing process of new products, which can be certified by specific institutions (C2C, 2022)",1,C2C Certification,False,AU,Australia
ent:94e00fa38a96415a,Instrument,Capital Works Management Framework,capital works management framework,True,41.Circular_Economy_Guidance_for_the_Irish_Construction_Sector_For_peer_review_5.9.2023_::c200::24b8c1cb868c3b16,41.Circular Economy Guidance for the Irish Construction Sector (For peer review) (5.9.2023).pdf,,Update the Capital Works Management Framework to include the demonstration of circularity potentially by adding a column,3,Capital Works Management Framework,False,AU,Australia
ent:192801fa859713ca,Instrument,CE Roadmaps,ce roadmaps,False,87.The_Circular_Economy_in_the_Australian_Built_Environment_The_State_of_Play_and_a_Research_Agenda::c12::7c0debb0f9acc242,87.The Circular Economy in the Australian Built Environment The State of Play and a Research Agenda.pdf,,"CE roadmaps were introduced in China in 2013; the European Union in 2015; Finland, France, the Netherlands, and Scotland in 2016",1,CE Roadmaps,False,AU,Australia
ent:0d7620dfc607f68c,Instrument,CEMAG Interim Report (2024),cemag interim report (2024),True,52.Circular-Economy-Markets-Australia-_ARUP::c232::726cc576ed1515f3,52.Circular-Economy-Markets-Australia- ARUP.pdf,,"genuinely explore circular innovation before approaching the market, as highlighted in the CEMAG Interim Report (2024)",2,CEMAG Interim Report (2024),False,AU,Australia
ent:2b1c57d87540cdde,Instrument,"CEMBUREAU Cement, concrete & the circular economy",cembureau cement concrete  the circular economy,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c80::2de282d3fb79d1b8,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,"Cement, concrete & the circular economy, CEMBUREAU, 2016",1,"CEMBUREAU Cement, concrete & the circular economy",False,AU,Australia
ent:8b8833fdacf03f40,Instrument,China's Five Year Plan,chinas five year plan,True,28.Development_of_the_circular_economy_design_guidelines_for_the_Australian_built_environment_sector::c81::1dcd228a889ccb5d,28.Development of the circular economy design guidelines for the Australian built environment sector.pdf,,China Briefing. China's Circular Economy: Understanding the New Five Year Plan. 2021.,1,China's Five Year Plan,False,AU,Australia
ent:d1fc89d8b1890e07,Instrument,China's Sword,chinas sword,False,63.Building_A_Circular_Economy::c2::f6ed0408fe3d50da,63.Building A Circular Economy.pdf,2.0,our government has been motivated by China's waste import policy (known as China's Sword) that imposed restrictions to the import of multiple Australian recyclables,1,China's Sword,False,AU,Australia
ent:19c344bf13f66089,Instrument,CIBSE TM56: Resource Efficiency of Building Services,cibse tm56 resource efficiency of building services,True,71.The_Reuse_Playbook_-_Circular_Buildings_Toolkit::c236::d75c4681996e1824,71.The Reuse Playbook - Circular Buildings Toolkit.pdf,,"TM56: Resource Efficiency of Building Services. London: Chartered Institution of Building Services Engineers, 2014",3,CIBSE TM56: Resource Efficiency of Building Services,False,AU,Australia
ent:65093080f9ac8085,Instrument,Circular Advantage,circular advantage,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c23::395d1c6de56f36e6,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,"Circular Economy Ministerial Advisory Group (CEMAG)'s Circular Advantage recommendations. It does this by proposing sector-specific engineering standards, digital material passports",1,Circular Advantage,False,AU,Australia
ent:bd251689957eafce,Instrument,Circular Advantage Report 2024,circular advantage report 2024,True,47.gbca-a-practical-guide-to-circular-procurement::c15::22954b64b140a226,47.gbca-a-practical-guide-to-circular-procurement.pdf,7.0,The Australian government The Circular Advantage Report 2024 identified the built environment as one of five priority sectors.,1,Circular Advantage Report 2024,False,AU,Australia
ent:ccda7bfacd7aaee6,Instrument,Circular Buildings Toolkit,circular buildings toolkit,True,41.Circular_Economy_Guidance_for_the_Irish_Construction_Sector_For_peer_review_5.9.2023_::c138::215b621a68e75b9e,41.Circular Economy Guidance for the Irish Construction Sector (For peer review) (5.9.2023).pdf,,Circular Buildings Toolkit: https://ellenmacarthurfoundation.org/articles/circular-buildings-toolkit,2,Circular Buildings Toolkit,False,AU,Australia
ent:c5ea98559f3b6f94,Instrument,Circular Construction Evaluation Framework,circular construction evaluation framework,False,28.Development_of_the_circular_economy_design_guidelines_for_the_Australian_built_environment_sector::c81::1dcd228a889ccb5d,28.Development of the circular economy design guidelines for the Australian built environment sector.pdf,,A circular construction evaluation framework to promote designing for disassembly and adaptability. J. Clean. Prod. 2021,1,Circular Construction Evaluation Framework,False,AU,Australia
ent:b8810dabe06b2f2d,Instrument,Circular Construction Policy,circular construction policy,True,40.CIOB_Response_to_DECC_Circular_Economy_Consultation::c13::afbb99fe681ef433,40.CIOB Response to DECC Circular Economy Consultation.pdf,,progress that has already been made in terms of circular construction policy in other countries,1,Circular Construction Policy,False,AU,Australia
ent:7e3c40d0292dad51,Instrument,Circular Design Framework,circular design framework,True,70.The_Reuse_Playbook_-_Circular_Buildings_design::c0::7cd08c5b5fb34b4e,70.The Reuse Playbook - Circular Buildings design.pdf,1.0,The Circular Design Framework enables you to future proof your project. The principles of the Circular Economy have been translated into a prioritized set of strategies,1,Circular Design Framework,False,AU,Australia
ent:e7e6e15dc6793c75,Instrument,Circular Design Playbooks for Priority Asset Classes,circular design playbooks for priority asset classes,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c64::5b3aa6a1dd425cd5,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,"Circular Design Playbooks for Priority Asset Classes: To accelerate sector-wide adoption of circular practices, targeted Circular Design Playbooks should be developed",2,Circular Design Playbooks for Priority Asset Classes,False,AU,Australia
ent:2d0290eea301852e,Instrument,Circular Design Statement,circular design statement,False,70.The_Reuse_Playbook_-_Circular_Buildings_design::c0::7cd08c5b5fb34b4e,70.The Reuse Playbook - Circular Buildings design.pdf,1.0,Circular design workshop Framework + Circular Strategies Interactive card set for existing best practices Circular Design Statement Circular Building Design Toolkit,1,Circular Design Statement,False,AU,Australia
ent:c48701e9df6a8c56,Instrument,Circular Economy Act,circular economy act,True,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download::c78::fe03885cc993b702,27.Engineering-for-Australias-Circular-Economy-White-Paper-Download.pdf,,"Introduce a Circular Economy Act that provides an overarching, integrated regulatory framework for the circular economy",1,Circular Economy Act,False,AU,Australia
ent:f703a38a0621ba47,Instrument,Circular Economy Action Plan,circular economy action plan,True,28.Development_of_the_circular_economy_design_guidelines_for_the_Australian_built_environment_sector::c81::1dcd228a889ccb5d,28.Development of the circular economy design guidelines for the Australian built environment sector.pdf,,European Commission. Circular Economy Action Plan. 2023. Available online: https://environment.ec.europa.eu/strategy/circular‑economy‑action‑plan_en,3,Circular Economy Action Plan,False,AU,Australia
